projectName, it, alpha, makespan, duration;
j1205_3,200,RND,77,6.93
j12020_1,200,RND,99,7.31
j12055_3,200,RND,132,11.81
j1203_10,200,RND,104,8.43
j12056_4,200,RND,236,19.34
j12033_8,200,RND,119,9.46
j12059_7,200,RND,121,10.5
j12023_6,200,RND,110,9.61
j12049_9,200,RND,108,10.72
j12018_10,200,RND,113,7.85
j1206_4,200,RND,164,11.57
j1209_7,200,RND,87,6.81
j12060_10,200,RND,96,9.77
j12025_8,200,RND,86,8.19
j12025_10,200,RND,93,8.8
j12040_4,200,RND,121,9.91
j12035_6,200,RND,90,8.56
j12014_3,200,RND,96,6.95
j12036_1,200,RND,224,15.82
j12017_4,200,RND,130,9.07
j12018_7,200,RND,125,7.54
j12039_2,200,RND,129,10.57
j12043_3,200,RND,100,10.58
j12042_2,200,RND,140,13.71
j12044_10,200,RND,106,10.64
j12038_3,200,RND,161,11.95
j12019_6,200,RND,104,7.32
j12016_5,200,RND,211,12.58
j12015_2,200,RND,85,7.19
j12034_7,200,RND,120,9.14
j12041_5,200,RND,141,12.02
j12024_9,200,RND,82,8.86
j12048_8,200,RND,119,11.41
j12022_7,200,RND,143,10.02
j1208_6,200,RND,101,7.81
j1207_5,200,RND,140,8.74
j12058_6,200,RND,154,13.43
j12032_9,200,RND,133,11.29
j12057_5,200,RND,189,15.5
j12054_2,200,RND,137,12.73
j1204_2,200,RND,108,7.53
j12059_3,200,RND,126,11.59
j12012_9,200,RND,117,8.35
j1209_3,200,RND,102,7.87
j12023_2,200,RND,117,9.8
j12020_5,200,RND,77,6.42
j12045_9,200,RND,115,10.83
j1205_7,200,RND,85,6.83
j12055_7,200,RND,111,10.37
j12018_3,200,RND,106,7.64
j12039_6,200,RND,108,9.53
j12053_9,200,RND,190,15.93
j12036_5,200,RND,254,17.31
j12046_10,200,RND,207,17.35
j1203_9,200,RND,87,7.11
j12029_8,200,RND,85,8.15
j12043_7,200,RND,122,12.77
j12035_2,200,RND,131,9.97
j12014_7,200,RND,104,7.4
j12015_6,200,RND,100,7.75
j12034_3,200,RND,107,8.64
j12041_1,200,RND,126,11.94
j12060_4,200,RND,111,10.27
j12027_10,200,RND,136,11.56
j1202_8,200,RND,92,7.14
j12042_6,200,RND,122,11.24
j12028_9,200,RND,109,10.15
j12016_1,200,RND,208,12.69
j12037_4,200,RND,173,12.3
j12052_8,200,RND,173,15.6
j12038_7,200,RND,118,9.59
j12019_2,200,RND,95,7.41
j12054_6,200,RND,122,10.8
j12044_8,200,RND,110,11.07
j12021_4,200,RND,145,11.73
j1204_6,200,RND,92,6.72
j1207_1,200,RND,110,8.11
j1208_2,200,RND,121,8.11
j12022_3,200,RND,101,9.23
j12057_1,200,RND,208,16.72
j12013_8,200,RND,116,8.4
j12058_2,200,RND,138,12.34
j1201_10,200,RND,118,9.12
j12056_1,200,RND,254,21.85
j12012_8,200,RND,124,8.44
j12059_2,200,RND,112,10.1
j1206_1,200,RND,151,10.57
j1209_2,200,RND,98,7.51
j12023_3,200,RND,100,8.4
j12045_8,200,RND,104,9.91
j12020_4,200,RND,94,7.25
j12023_10,200,RND,102,8.9
j1205_6,200,RND,90,6.72
j12055_6,200,RND,105,10.49
j12036_4,200,RND,259,17.53
j12017_1,200,RND,148,8.96
j12053_8,200,RND,149,12.91
j12018_2,200,RND,133,8.1
j12039_7,200,RND,118,9.32
j1205_10,200,RND,93,7.14
j1203_8,200,RND,85,7.19
j12043_6,200,RND,95,11.55
j12029_9,200,RND,100,8.69
j12040_1,200,RND,89,8.47
j12035_3,200,RND,86,8.52
j12014_6,200,RND,96,7.29
j12015_7,200,RND,76,6.82
j12034_2,200,RND,121,10.43
j12060_5,200,RND,112,9.55
j1202_9,200,RND,105,7.06
j12028_8,200,RND,110,9.72
j12042_7,200,RND,132,12.15
j12038_6,200,RND,134,10.7
j12019_3,200,RND,87,6.85
j12052_9,200,RND,163,14.16
j12037_5,200,RND,219,15.22
j12054_7,200,RND,119,11.52
j12021_5,200,RND,106,10.83
j12044_9,200,RND,92,9.74
j1204_7,200,RND,84,7.16
j1208_3,200,RND,104,8.04
j12022_2,200,RND,115,9.47
j12058_3,200,RND,128,10.68
j12013_9,200,RND,95,6.91
j12042_10,200,RND,126,11.56
j1205_2,200,RND,81,7.31
j12055_2,200,RND,86,10.15
j12040_10,200,RND,101,9.2
j12059_6,200,RND,130,11.63
j12033_9,200,RND,123,10.17
j12056_5,200,RND,331,25.68
j12049_8,200,RND,121,11.09
j12023_7,200,RND,105,9.07
j1209_6,200,RND,112,7.58
j1206_5,200,RND,137,9.61
j12040_5,200,RND,105,8.8
j12025_9,200,RND,95,8.64
j12038_10,200,RND,149,10.97
j12035_7,200,RND,105,9.88
j12014_2,200,RND,105,7.37
j12018_6,200,RND,145,7.95
j12039_3,200,RND,121,9.8
j12017_5,200,RND,142,8.95
j12043_2,200,RND,124,11.43
j12042_3,200,RND,112,11.15
j12059_10,200,RND,140,12.21
j1207_10,200,RND,130,8.6
j12016_4,200,RND,203,13.32
j12037_1,200,RND,161,11.08
j12038_2,200,RND,135,10.22
j12019_7,200,RND,101,7.65
j12015_3,200,RND,93,6.99
j12034_6,200,RND,118,10.11
j12024_8,200,RND,105,8.36
j12041_4,200,RND,118,11.74
j12060_1,200,RND,103,10.29
j12022_6,200,RND,109,9.28
j12048_9,200,RND,123,11.02
j1207_4,200,RND,119,7.73
j1208_7,200,RND,102,7.43
j12057_4,200,RND,209,16.26
j12032_8,200,RND,144,10.81
j12058_7,200,RND,158,13.47
j12054_3,200,RND,122,11.58
j1204_3,200,RND,95,6.75
j12021_1,200,RND,125,10.16
j12021_10,200,RND,109,10.14
j12014_9,200,RND,112,7.29
j12025_2,200,RND,110,9.39
j12043_9,200,RND,109,10.35
j12026_5,200,RND,163,13.31
j12029_6,200,RND,98,8.18
j12047_10,200,RND,142,13.87
j1203_7,200,RND,95,7.68
j12053_7,200,RND,127,11.84
j12039_8,200,RND,108,9.05
j12030_5,200,RND,89,8.35
j12055_9,200,RND,96,10.03
j1205_9,200,RND,107,7.37
j12045_7,200,RND,104,10.04
j12049_3,200,RND,107,10.31
j12033_2,200,RND,122,9.79
j12012_7,200,RND,126,8.36
j12013_6,200,RND,113,7.62
j12032_3,200,RND,159,12.12
j12048_2,200,RND,117,10.54
j12047_1,200,RND,153,14.4
j1204_8,200,RND,91,6.57
j12044_6,200,RND,109,10.6
j12054_8,200,RND,110,10.02
j12010_1,200,RND,115,8.24
j12031_4,200,RND,233,17.2
j12038_9,200,RND,160,11.69
j12052_6,200,RND,217,17.37
j12028_7,200,RND,121,10.36
j12027_4,200,RND,115,9.95
j12042_8,200,RND,122,11.16
j1202_6,200,RND,92,7.08
j1201_1,200,RND,115,7.93
j12024_3,200,RND,90,8.53
j12015_8,200,RND,130,9.96
j12026_10,200,RND,222,17.53
j12051_1,200,RND,239,20.49
j1203_3,200,RND,101,8.53
j12029_2,200,RND,93,8.45
j12026_1,200,RND,174,15.23
j12018_9,200,RND,96,7.15
j12053_3,200,RND,121,11.23
j12035_8,200,RND,110,9.37
j12024_10,200,RND,95,8.47
j12050_4,200,RND,107,10.29
j12025_6,200,RND,96,8.21
j1202_10,200,RND,100,8.06
j1209_9,200,RND,91,6.68
j12049_7,200,RND,107,9.84
j12046_4,200,RND,181,16.82
j12023_8,200,RND,104,9.71
j12059_9,200,RND,134,11.86
j12033_6,200,RND,137,10.69
j12012_3,200,RND,150,9.21
j12019_10,200,RND,91,6.74
j12030_1,200,RND,107,9.34
j12011_4,200,RND,209,13.1
j12045_3,200,RND,99,10.91
j12044_2,200,RND,109,10.82
j12010_5,200,RND,98,7.34
j12013_2,200,RND,94,6.82
j12032_7,200,RND,133,10.82
j12058_8,200,RND,144,13.02
j1208_8,200,RND,89,7.27
j12022_9,200,RND,111,10.11
j12047_5,200,RND,148,14.06
j12048_6,200,RND,108,10.21
j12024_7,200,RND,110,8.96
j1201_5,200,RND,122,7.56
j12051_5,200,RND,258,21.76
j12034_9,200,RND,104,8.89
j12052_2,200,RND,195,15.89
j12019_8,200,RND,109,7.49
j12045_10,200,RND,102,9.37
j1202_2,200,RND,81,6.76
j12028_3,200,RND,109,9.55
j1203_2,200,RND,90,6.57
j12029_3,200,RND,98,9.02
j12053_2,200,RND,132,12.18
j12018_8,200,RND,120,7.78
j12050_5,200,RND,106,10.28
j12035_9,200,RND,99,8.59
j12025_7,200,RND,94,8.44
j12039_10,200,RND,124,9.68
j12041_10,200,RND,142,13.55
j1209_8,200,RND,87,6.52
j12023_9,200,RND,118,9.45
j12046_5,200,RND,162,15.59
j12049_6,200,RND,132,11.78
j12033_7,200,RND,132,10.42
j12012_2,200,RND,122,8.25
j12059_8,200,RND,117,10.02
j12011_5,200,RND,233,14.36
j12045_2,200,RND,92,9.41
j12044_3,200,RND,108,10.29
j12020_10,200,RND,87,7.35
j12010_4,200,RND,99,6.85
j12031_1,200,RND,208,16.41
j12058_9,200,RND,138,12.32
j12013_3,200,RND,143,8.93
j12032_6,200,RND,140,10.82
j1208_9,200,RND,97,7.13
j12048_7,200,RND,124,10.41
j12047_4,200,RND,143,12.91
j12022_8,200,RND,112,9.79
j12024_6,200,RND,96,8.16
j1201_4,200,RND,110,7.95
j12034_8,200,RND,103,8.68
j12051_4,200,RND,239,21.32
j12019_9,200,RND,95,6.68
j12052_3,200,RND,144,13.31
j12058_10,200,RND,138,11.89
j1206_10,200,RND,191,12.55
j1202_3,200,RND,101,7.1
j12028_2,200,RND,121,9.72
j12027_1,200,RND,115,9.66
j12014_8,200,RND,116,7.33
j12050_1,200,RND,117,10.04
j12025_3,200,RND,101,8.54
j12029_7,200,RND,101,8.77
j12026_4,200,RND,193,15.2
j12043_8,200,RND,117,11.28
j1204_10,200,RND,78,7.1
j1203_6,200,RND,109,7.94
j12039_9,200,RND,100,8.59
j12053_6,200,RND,112,11.47
j12055_8,200,RND,115,10.78
j12030_4,200,RND,86,8.43
j12022_10,200,RND,83,9.02
j12011_1,200,RND,183,11.91
j1205_8,200,RND,81,7.0
j12045_6,200,RND,126,10.62
j12049_2,200,RND,116,10.26
j12046_1,200,RND,212,19.51
j12033_3,200,RND,120,10.59
j12012_6,200,RND,123,9.15
j12013_7,200,RND,117,8.36
j12032_2,200,RND,140,11.05
j12048_3,200,RND,123,11.48
j12043_10,200,RND,112,11.18
j1204_9,200,RND,80,6.6
j12044_7,200,RND,100,9.66
j12031_5,200,RND,236,17.72
j12054_9,200,RND,115,10.84
j12052_7,200,RND,155,14.5
j12038_8,200,RND,132,10.65
j12042_9,200,RND,115,10.41
j12027_5,200,RND,117,9.6
j12028_6,200,RND,110,9.17
j1202_7,200,RND,94,7.48
j12024_2,200,RND,92,8.11
j12015_9,200,RND,112,8.3
j12017_8,200,RND,132,8.48
j12053_1,200,RND,162,13.77
j12026_3,200,RND,177,14.27
j1203_1,200,RND,91,7.21
j12037_10,200,RND,136,10.53
j12025_4,200,RND,118,9.83
j12040_8,200,RND,105,9.47
j12050_6,200,RND,103,10.44
j12056_8,200,RND,318,26.22
j12033_4,200,RND,128,10.41
j12012_1,200,RND,149,10.4
j12046_6,200,RND,184,18.41
j12049_5,200,RND,94,10.61
j1206_8,200,RND,175,11.6
j12045_1,200,RND,109,10.74
j12030_3,200,RND,109,8.9
j12011_6,200,RND,234,13.28
j12010_7,200,RND,84,7.03
j12031_2,200,RND,208,15.44
j12048_4,200,RND,132,11.61
j12047_7,200,RND,133,12.97
j1207_9,200,RND,98,7.1
j12032_5,200,RND,153,10.45
j12057_9,200,RND,180,15.11
j12051_7,200,RND,232,19.59
j1201_7,200,RND,123,7.54
j12041_9,200,RND,127,12.19
j12024_5,200,RND,87,8.03
j1208_10,200,RND,100,7.13
j12028_1,200,RND,123,10.52
j12027_2,200,RND,122,10.08
j12056_10,200,RND,268,22.22
j12016_9,200,RND,210,13.18
j12013_10,200,RND,102,6.92
j12050_2,200,RND,118,10.33
j12054_10,200,RND,117,10.96
j12053_5,200,RND,127,11.88
j12011_10,200,RND,204,12.79
j12036_9,200,RND,253,17.35
j1203_5,200,RND,91,7.78
j12029_4,200,RND,86,8.44
j12026_7,200,RND,177,13.49
j12020_9,200,RND,81,6.95
j12045_5,200,RND,116,10.12
j12030_7,200,RND,102,8.2
j12011_2,200,RND,170,11.7
j12012_5,200,RND,182,10.15
j12049_1,200,RND,102,11.07
j12046_2,200,RND,226,18.74
j12047_3,200,RND,137,13.04
j12013_4,200,RND,124,9.93
j12032_1,200,RND,153,10.92
j12010_3,200,RND,102,7.76
j12031_6,200,RND,208,15.45
j12044_4,200,RND,101,10.19
j12021_8,200,RND,148,11.78
j1202_4,200,RND,101,7.6
j12027_6,200,RND,163,12.69
j12028_5,200,RND,105,8.57
j12037_8,200,RND,197,14.09
j12052_4,200,RND,183,15.87
j12051_3,200,RND,232,19.42
j12024_1,200,RND,93,8.74
j12060_8,200,RND,107,10.12
j1201_3,200,RND,128,8.98
j12035_10,200,RND,89,7.99
j12025_1,200,RND,86,8.74
j12050_3,200,RND,121,10.68
j12036_8,200,RND,185,14.1
j12053_4,200,RND,158,13.13
j1203_4,200,RND,77,7.1
j12026_6,200,RND,210,15.15
j12049_10,200,RND,105,10.01
j12029_5,200,RND,107,8.8
j12045_4,200,RND,104,10.36
j12020_8,200,RND,117,7.13
j12031_10,200,RND,256,18.24
j12030_6,200,RND,82,8.27
j12011_3,200,RND,220,13.63
j12033_1,200,RND,127,9.46
j12012_4,200,RND,136,8.56
j12046_3,200,RND,188,17.62
j12048_1,200,RND,114,10.84
j12047_2,200,RND,141,12.37
j12050_10,200,RND,111,10.35
j12013_5,200,RND,102,7.34
j12015_10,200,RND,95,7.54
j12010_2,200,RND,92,7.26
j12031_7,200,RND,227,16.33
j12021_9,200,RND,101,9.73
j12044_5,200,RND,102,10.24
j1202_5,200,RND,114,9.09
j12028_4,200,RND,129,10.63
j12027_7,200,RND,148,12.55
j12052_5,200,RND,180,15.61
j12037_9,200,RND,155,11.57
j12028_10,200,RND,132,9.77
j12051_2,200,RND,237,20.99
j12060_9,200,RND,104,10.02
j1201_2,200,RND,119,8.1
j12017_9,200,RND,140,8.95
j12029_1,200,RND,108,9.05
j12026_2,200,RND,186,14.65
j12040_9,200,RND,123,9.96
j12025_5,200,RND,101,8.8
j12050_7,200,RND,139,12.17
j12052_10,200,RND,154,14.28
j12033_5,200,RND,160,11.75
j12056_9,200,RND,316,25.82
j12017_10,200,RND,138,9.16
j12049_4,200,RND,101,10.05
j12046_7,200,RND,187,16.49
j1206_9,200,RND,189,11.65
j12030_2,200,RND,113,10.09
j12011_7,200,RND,167,11.38
j12010_6,200,RND,93,6.61
j12031_3,200,RND,194,15.49
j12033_10,200,RND,117,9.51
j12044_1,200,RND,102,10.09
j12047_6,200,RND,147,13.7
j12048_5,200,RND,122,11.51
j1207_8,200,RND,100,8.02
j12057_8,200,RND,170,14.22
j12013_1,200,RND,136,8.89
j12032_4,200,RND,150,11.53
j12051_6,200,RND,237,20.36
j1201_6,200,RND,87,7.04
j12024_4,200,RND,102,9.15
j12041_8,200,RND,133,12.49
j12027_3,200,RND,146,12.14
j1202_1,200,RND,89,7.82
j12016_8,200,RND,208,12.45
j12052_1,200,RND,200,16.51
j1206_2,200,RND,151,9.38
j1209_1,200,RND,92,6.69
j12056_2,200,RND,228,17.63
j12059_1,200,RND,116,10.51
j12030_9,200,RND,94,8.61
j12055_5,200,RND,110,10.37
j1205_5,200,RND,78,6.96
j12020_7,200,RND,82,6.81
j12043_5,200,RND,107,10.06
j12010_10,200,RND,70,7.04
j12026_9,200,RND,195,16.18
j12055_10,200,RND,106,11.17
j12036_7,200,RND,227,16.37
j12017_2,200,RND,128,8.42
j12018_1,200,RND,141,8.72
j12039_4,200,RND,106,9.2
j12014_5,200,RND,109,7.43
j12040_2,200,RND,100,9.08
j12041_3,200,RND,150,13.98
j12060_6,200,RND,117,10.38
j12015_4,200,RND,93,6.86
j12034_1,200,RND,90,8.55
j12034_10,200,RND,108,9.02
j12038_5,200,RND,121,9.32
j12016_3,200,RND,246,15.0
j12037_6,200,RND,178,12.94
j12027_8,200,RND,163,12.4
j12042_4,200,RND,115,10.6
j1204_4,200,RND,79,7.14
j12021_6,200,RND,124,10.49
j12054_4,200,RND,137,12.13
j12031_8,200,RND,212,15.71
j12057_3,200,RND,203,16.43
j12022_1,200,RND,111,10.26
j1207_3,200,RND,117,8.45
j12055_1,200,RND,111,10.42
j12011_8,200,RND,169,11.26
j12020_3,200,RND,89,6.77
j1205_1,200,RND,93,7.04
j1209_5,200,RND,115,7.27
j1206_6,200,RND,166,10.87
j12046_8,200,RND,195,17.41
j12023_4,200,RND,111,9.64
j12059_5,200,RND,113,11.29
j12056_6,200,RND,242,19.51
j12036_10,200,RND,226,16.16
j12035_4,200,RND,114,9.26
j12014_1,200,RND,99,7.38
j12050_8,200,RND,113,11.13
j12040_6,200,RND,98,8.59
j12043_1,200,RND,105,10.86
j12018_5,200,RND,124,7.82
j12036_3,200,RND,233,17.68
j12017_6,200,RND,140,8.65
j12016_7,200,RND,199,11.71
j12037_2,200,RND,150,10.97
j12038_1,200,RND,125,9.9
j1209_10,200,RND,91,8.01
j12019_4,200,RND,123,7.67
j12012_10,200,RND,151,8.87
j12057_10,200,RND,178,15.06
j12041_7,200,RND,116,11.38
j12060_2,200,RND,90,9.34
j1201_9,200,RND,118,9.0
j12051_9,200,RND,237,19.26
j12034_5,200,RND,106,9.6
j12057_7,200,RND,182,15.56
j12058_4,200,RND,154,12.97
j1207_7,200,RND,128,8.61
j1208_4,200,RND,116,8.09
j12022_5,200,RND,100,9.62
j12047_9,200,RND,155,14.64
j12021_2,200,RND,118,9.71
j12010_9,200,RND,78,6.89
j12011_9,200,RND,186,10.27
j12020_2,200,RND,103,7.15
j1206_7,200,RND,195,12.46
j1209_4,200,RND,94,7.27
j12023_5,200,RND,102,9.01
j12046_9,200,RND,180,18.31
j12016_10,200,RND,232,12.25
j12053_10,200,RND,146,13.23
j12056_7,200,RND,330,24.54
j12059_4,200,RND,120,10.82
j12050_9,200,RND,103,10.65
j12035_5,200,RND,109,8.97
j12040_7,200,RND,99,8.81
j12036_2,200,RND,237,17.21
j12017_7,200,RND,154,9.76
j12018_4,200,RND,109,6.96
j12039_1,200,RND,107,8.65
j12019_5,200,RND,114,7.16
j12016_6,200,RND,215,13.38
j12037_3,200,RND,148,11.59
j12042_1,200,RND,114,11.0
j12041_6,200,RND,122,10.84
j12060_3,200,RND,94,9.36
j1201_8,200,RND,118,8.2
j12015_1,200,RND,82,7.14
j12034_4,200,RND,105,9.37
j12051_8,200,RND,225,21.42
j12058_5,200,RND,128,11.79
j12057_6,200,RND,199,16.17
j1208_5,200,RND,111,7.83
j1207_6,200,RND,138,9.58
j12047_8,200,RND,137,13.55
j12022_4,200,RND,98,8.63
j12021_3,200,RND,152,11.01
j1204_1,200,RND,77,7.13
j12032_10,200,RND,142,11.56
j12054_1,200,RND,116,10.79
j12010_8,200,RND,117,8.0
j12023_1,200,RND,123,9.95
j1206_3,200,RND,147,10.64
j12056_3,200,RND,260,20.31
j12055_4,200,RND,99,9.98
j12030_8,200,RND,88,8.54
j12030_10,200,RND,89,8.62
j1205_4,200,RND,102,8.44
j12020_6,200,RND,82,6.96
j12026_8,200,RND,185,15.67
j12043_4,200,RND,107,10.94
j12048_10,200,RND,124,11.87
j12039_5,200,RND,111,9.43
j12036_6,200,RND,237,18.22
j12017_3,200,RND,110,7.96
j12035_1,200,RND,88,8.07
j12014_4,200,RND,101,7.23
j12040_3,200,RND,98,8.59
j12029_10,200,RND,103,9.03
j12041_2,200,RND,139,13.24
j12060_7,200,RND,97,9.46
j12015_5,200,RND,88,7.01
j12016_2,200,RND,241,14.72
j12037_7,200,RND,166,12.26
j12038_4,200,RND,158,11.7
j12019_1,200,RND,104,7.72
j12042_5,200,RND,127,12.8
j12027_9,200,RND,140,11.82
j1204_5,200,RND,77,6.92
j12021_7,200,RND,111,9.37
j12031_9,200,RND,204,16.18
j12054_5,200,RND,120,11.1
j12057_2,200,RND,173,14.09
j12058_1,200,RND,158,12.53
j12014_10,200,RND,87,7.02
j12051_10,200,RND,246,22.47
j1207_2,200,RND,135,9.42
j1208_1,200,RND,119,8.0
